acceptance_status;acceptance_statuscode;acceptance_timestamp;acceptance_retrycount;interactionmode;createdon;identificationmethod;identity_issuingcountry_code;identity_idcloudanalysis_errormessage;nationality_name
Approved;IdentityVerificationSucceeded;2020-11-04 09:18:44.020;1.0;;04/11/2020 09:17;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:11.737;1.0;NonInteractive;24/11/2020 12:39;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-28 10:11:30.190;1.0;;28/10/2020 10:09;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:53:48.200;1.0;NonInteractive;19/02/2021 08:14;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-23 07:24:07.430;1.0;;23/10/2020 07:23;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-09-16 12:38:39.367;1.0;;16/09/2020 12:37;DOCUMENT;DEU;0;Germany
Rejected;ManualReviewFailedReject;2020-09-29 03:56:10.490;1.0;;28/09/2020 14:58;DOCUMENT;;1;
Rejected;RejectedDueToUserInactivity;2020-12-23 09:35:43.413;1.0;NonInteractive;23/12/2020 09:33;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-29 08:54:06.317;1.0;;29/10/2020 08:52;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:12:44.480;1.0;NonInteractive;07/01/2021 12:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:04.023;1.0;;19/11/2020 16:28;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-22 10:51:01.060;1.0;NonInteractive;22/12/2020 10:38;DOCUMENT;DEU;0;Germany
Rejected;ManualReviewFailedRetry;2020-09-11 14:37:01.853;1.0;;11/09/2020 14:35;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-11-24 07:55:31.073;1.0;;24/11/2020 07:52;DOCUMENT;BEL;0;India
Rejected;UnknownIdentificationMethod;2020-11-05 14:33:51.243;1.0;;05/11/2020 14:29;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-12 12:29:37.787;2.0;NonInteractive;12/01/2021 12:20;DOCUMENT;DEU;0;Germany
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:38:50.433;1.0;NonInteractive;08/02/2021 13:59;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:45:07.913;1.0;NonInteractive;10/02/2021 16:39;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-26 17:50:01.167;1.0;NonInteractive;26/02/2021 17:38;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-10 11:17:29.980;1.0;;10/11/2020 11:12;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:29.930;1.0;;18/11/2020 09:55;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-08 10:49:07.580;1.0;NonInteractive;08/12/2020 10:42;DOCUMENT;UKR;1;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:28.830;1.0;NonInteractive;26/11/2020 12:22;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:38:53.113;1.0;;16/11/2020 15:21;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:54:50.447;1.0;NonInteractive;11/12/2020 10:08;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:39:45.880;1.0;;18/11/2020 16:24;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:16:10.243;1.0;NonInteractive;13/01/2021 10:29;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:27:14.913;1.0;NonInteractive;27/01/2021 09:09;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:24:04.967;1.0;NonInteractive;21/01/2021 08:37;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:26:34.557;1.0;NonInteractive;26/01/2021 16:04;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-06 16:14:40.077;1.0;NonInteractive;06/01/2021 14:36;DOCUMENT;UKR;1;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:50:54.977;1.0;NonInteractive;08/12/2020 13:12;PROFILE_API_TEST;;0;
Approved;;2020-08-11 13:11:25.137;;;11/08/2020 12:46;ITSME;;0;
Rejected;UnknownIdentificationMethod;2020-10-09 09:08:54.287;1.0;;09/10/2020 09:07;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 14:06:30.113;1.0;;06/11/2020 14:04;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-04 11:11:46.297;1.0;;04/11/2020 11:10;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-01-08 08:54:32.997;1.0;NonInteractive;08/01/2021 08:49;DOCUMENT;;1;
Rejected;UnknownIdentificationMethod;2020-11-02 13:06:10.953;1.0;;02/11/2020 12:51;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:49:40.323;1.0;NonInteractive;16/02/2021 10:26;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:32:13.310;1.0;NonInteractive;01/02/2021 09:31;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:01:46.647;1.0;;09/10/2020 13:25;DOCUMENT;IND;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:49:37.600;1.0;NonInteractive;07/12/2020 11:56;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 14:06:20.867;1.0;;05/11/2020 14:04;PROFILE_API_TEST;;0;
Approved;;2020-08-14 08:17:35.723;;;14/08/2020 08:13;DOCUMENT;BEL;0;France
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:51:25.953;1.0;NonInteractive;08/12/2020 15:50;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-14 19:28:53.557;1.0;NonInteractive;14/12/2020 19:28;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-03-03 13:56:00.290;1.0;NonInteractive;03/03/2021 13:43;PROFILE_API_TEST;;0;
Approved;;2020-08-04 12:15:45.877;;;04/08/2020 12:14;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:43:18.177;1.0;NonInteractive;27/11/2020 08:31;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 15:21:40.547;1.0;;09/11/2020 15:19;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-09 05:14:01.117;1.0;NonInteractive;09/03/2021 05:00;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:22:41.647;1.0;NonInteractive;19/01/2021 17:17;PROFILE_API_TEST;;0;
Rejected;RejectedDueToUserInactivity;2020-12-29 20:13:02.827;1.0;NonInteractive;29/12/2020 20:05;DOCUMENT;;1;
Rejected;MaxAllowedRetries;2020-12-28 13:08:19.643;3.0;NonInteractive;28/12/2020 13:02;DOCUMENT;CZE;0;Ukraine
Rejected;ManualReviewFailedRetry;2020-10-27 06:58:02.390;1.0;;27/10/2020 06:50;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2020-10-09 14:42:56.897;1.0;;09/10/2020 14:38;ITSME;;0;Belgium
Approved;;2020-08-21 07:31:37.283;1.0;;21/08/2020 07:28;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:19:53.133;1.0;NonInteractive;18/01/2021 13:21;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-10 11:30:21.753;1.0;;10/11/2020 11:28;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:08:44.703;1.0;NonInteractive;28/12/2020 08:57;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-03-09 11:43:00.783;1.0;NonInteractive;09/03/2021 11:26;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:53:02.133;1.0;;18/09/2020 08:33;DOCUMENT;;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:32:42.420;1.0;NonInteractive;01/02/2021 10:24;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:43:42.760;;;11/08/2020 14:09;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:45:57.007;1.0;;20/11/2020 16:21;DOCUMENT;;0;
Rejected;UnknownIdentificationMethod;2020-10-21 14:39:47.277;1.0;;21/10/2020 14:17;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:47:36.177;1.0;NonInteractive;03/12/2020 14:01;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-12 13:11:59.517;1.0;;12/11/2020 12:50;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-27 16:27:45.337;1.0;;27/10/2020 16:26;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-10-08 16:42:10.443;1.0;;08/10/2020 16:39;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-08 13:44:35.097;1.0;NonInteractive;08/12/2020 13:35;;;0;
Rejected;UnknownIdentificationMethod;2020-11-06 08:44:36.540;1.0;;06/11/2020 08:43;PROFILE_API_TEST;;0;
Approved;SuspiciousDocument;2021-03-09 10:41:03.250;1.0;NonInteractive;09/03/2021 10:32;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-25 12:08:03.730;1.0;NonInteractive;25/11/2020 12:07;EID;BEL;0;Belgium
Rejected;ManualReviewFailedRetry;2020-12-23 13:30:03.037;1.0;Interactive;23/12/2020 12:49;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2021-01-29 18:24:37.907;1.0;NonInteractive;29/01/2021 18:24;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-22 10:30:51.710;1.0;;22/10/2020 10:30;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:43:53.173;;;12/08/2020 10:20;DOCUMENT;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-11-05 10:35:49.157;1.0;;05/11/2020 10:35;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-27 12:02:30.193;1.0;;27/10/2020 12:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:06:33.127;1.0;NonInteractive;22/12/2020 10:24;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-13 14:39:28.867;1.0;;13/10/2020 14:38;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-10 09:17:33.267;1.0;NonInteractive;10/12/2020 09:17;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:19:25.890;1.0;NonInteractive;15/01/2021 17:22;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-24 11:12:00.543;1.0;NonInteractive;24/02/2021 11:01;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:01:21.170;1.0;;09/10/2020 07:57;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:43:05.637;;;10/08/2020 12:01;DOCUMENT;UKR;0;Ukraine
Rejected;ManualReviewFailedRetry;2020-12-10 08:56:02.967;1.0;NonInteractive;10/12/2020 08:46;DOCUMENT;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-26 16:03:53.780;1.0;NonInteractive;26/11/2020 16:01;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-12-22 12:00:56.257;1.0;NonInteractive;22/12/2020 11:55;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:14:42.303;1.0;;26/10/2020 19:08;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:46:50.317;1.0;NonInteractive;11/02/2021 09:51;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 10:37:43.483;1.0;;09/11/2020 10:37;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-10 15:36:23.823;1.0;NonInteractive;10/12/2020 15:35;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:29:10.897;1.0;NonInteractive;28/01/2021 12:36;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-02-24 07:34:56.387;1.0;NonInteractive;24/02/2021 07:34;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:46:53.060;1.0;NonInteractive;02/12/2020 13:26;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-09 10:19:33.103;1.0;;09/11/2020 10:17;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-11-11 07:56:20.420;1.0;;11/11/2020 07:55;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-03-08 14:40:00.957;1.0;NonInteractive;08/03/2021 14:28;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-07 12:49:56.600;1.0;;07/10/2020 12:48;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:44:25.230;1.0;NonInteractive;27/11/2020 14:27;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-10 08:52:00.847;1.0;Interactive;10/12/2020 08:40;DOCUMENT;CZE;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-17 12:43:44.907;1.0;NonInteractive;17/12/2020 12:42;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:02:46.033;1.0;NonInteractive;18/12/2020 13:45;PROFILE_API_TEST;;0;
Approved;;2020-09-10 10:05:50.167;1.0;;10/09/2020 10:05;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 13:44:00.583;1.0;NonInteractive;19/02/2021 13:32;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 14:18:43.717;1.0;;05/11/2020 14:14;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-14 13:53:12.593;1.0;NonInteractive;14/12/2020 13:52;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-13 15:13:03.197;1.0;;13/10/2020 15:10;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:53:56.567;1.0;NonInteractive;10/12/2020 14:01;PROFILE_API_TEST;;0;
Approved;;2020-08-04 11:19:14.927;;;04/08/2020 11:16;DOCUMENT;UKR;0;Ukraine
Rejected;ManualReviewFailedRetry;2020-09-11 14:24:01.480;1.0;;11/09/2020 14:22;DOCUMENT;;1;
Approved;IdentityVerificationSucceeded;2021-01-06 18:38:02.130;1.0;NonInteractive;06/01/2021 18:37;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-10-23 12:31:05.430;1.0;;23/10/2020 12:25;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-20 13:01:49.193;1.0;;20/10/2020 12:42;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-12-08 09:11:00.647;1.0;NonInteractive;08/12/2020 08:58;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-11-05 18:21:28.620;1.0;;05/11/2020 18:20;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-09-18 13:01:49.423;1.0;;18/09/2020 12:56;;;0;
Rejected;UnknownIdentificationMethod;2020-11-05 14:15:27.987;1.0;;05/11/2020 14:14;PROFILE_API_TEST;;0;
Approved;;2020-09-02 08:14:20.267;1.0;;02/09/2020 08:10;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:51:18.040;1.0;NonInteractive;08/12/2020 15:34;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-03 11:07:42.300;1.0;;03/11/2020 11:06;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-19 09:08:08.997;1.0;;19/10/2020 09:07;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-23 18:33:48.880;1.0;;23/10/2020 18:32;EID;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-12-17 11:15:27.993;1.0;NonInteractive;17/12/2020 11:15;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:47:45.750;1.0;NonInteractive;03/12/2020 14:28;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-17 15:15:50.967;1.0;NonInteractive;17/12/2020 15:15;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:00:16.960;1.0;NonInteractive;17/12/2020 09:34;PROFILE_API_TEST;;0;
Approved;;2020-08-21 19:05:54.177;1.0;;21/08/2020 19:05;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:50:08.347;1.0;NonInteractive;16/02/2021 12:02;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2020-10-06 06:17:01.823;1.0;;06/10/2020 06:13;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:14:25.293;1.0;;26/10/2020 19:01;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:37:30.797;1.0;;12/11/2020 09:28;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-27 11:59:46.767;1.0;;27/10/2020 11:57;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:49:08.900;1.0;NonInteractive;15/02/2021 15:51;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:06:46.893;1.0;;20/10/2020 11:46;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:32:57.157;1.0;;11/11/2020 11:58;EID;;0;
Approved;IdentityVerificationSucceeded;2020-11-12 15:17:02.227;1.0;;12/11/2020 15:14;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:42:37.440;;;07/08/2020 05:21;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-17 11:52:37.393;1.0;NonInteractive;17/12/2020 11:52;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:41:58.027;1.0;NonInteractive;25/11/2020 17:06;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:42:44.520;1.0;NonInteractive;26/11/2020 14:19;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-09 10:09:59.767;1.0;;09/10/2020 10:07;PROFILE_API_TEST;;0;
Approved;;2020-08-14 10:30:04.490;;;14/08/2020 10:28;DOCUMENT;UKR;0;Ukraine
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:31:01.390;1.0;NonInteractive;29/01/2021 14:12;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:46:42.337;1.0;;26/08/2020 07:28;DOCUMENT;DEU;0;Germany
Rejected;MaxAllowedRetries;2020-10-06 13:17:42.053;3.0;;06/10/2020 12:47;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-29 14:17:50.140;1.0;;29/10/2020 14:15;PROFILE_API_TEST;;0;
Approved;;2020-08-26 08:29:25.260;1.0;;26/08/2020 08:23;DOCUMENT;DEU;0;Germany
Approved;IdentityVerificationSucceeded;2020-10-23 06:49:27.943;1.0;;23/10/2020 06:48;EID;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2021-02-26 12:55:00.783;1.0;NonInteractive;26/02/2021 12:44;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:11:42.677;1.0;NonInteractive;06/01/2021 11:45;PROFILE_API_TEST;;0;
Rejected;ManualReviewFailedReject;2021-02-15 10:07:14.010;1.0;NonInteractive;15/02/2021 10:01;DOCUMENT;;1;
Approved;;2020-08-24 10:37:40.757;1.0;;24/08/2020 10:35;DOCUMENT;BEL;0;India
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:02:36.583;1.0;;13/10/2020 11:22;DOCUMENT;UKR;1;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:03:05.137;1.0;NonInteractive;18/12/2020 15:07;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:42:29.327;;;06/08/2020 12:37;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-11-23 14:34:16.833;1.0;;23/11/2020 14:33;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-12-10 15:21:13.903;1.0;NonInteractive;10/12/2020 15:19;ITSME;;0;Belgium
Approved;IdentityVerificationSucceeded;2020-11-23 10:08:03.357;1.0;;23/11/2020 09:50;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:47:19.913;1.0;;02/09/2020 10:14;DOCUMENT;UKR;0;
Approved;SuspiciousDocument;2021-02-25 06:59:20.257;1.0;NonInteractive;25/02/2021 06:51;DOCUMENT;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-03-04 11:59:00.577;1.0;NonInteractive;04/03/2021 11:47;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:59.327;1.0;;24/11/2020 08:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 14:47:01.030;1.0;;23/11/2020 14:35;DOCUMENT;CZE;0;Ukraine
Rejected;ManualReviewFailedReject;2020-11-30 17:45:05.877;1.0;NonInteractive;30/11/2020 17:29;;;0;
Approved;;2020-07-24 10:31:32.053;;;24/07/2020 10:30;ITSME;;0;
Rejected;RejectedDueToInactivityTimeout;2021-01-21 14:34:00.430;1.0;NonInteractive;21/01/2021 14:22;EID;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-12-19 17:08:28.787;1.0;NonInteractive;19/12/2020 17:07;EID;BEL;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:48:46.107;1.0;NonInteractive;04/12/2020 15:02;PROFILE_API_TEST;;0;
Approved;;2020-09-08 13:52:20.823;1.0;;08/09/2020 13:49;DOCUMENT;UKR;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-11-16 14:43:19.400;1.0;;16/11/2020 14:42;ITSME;;0;Belgium
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:44:57.560;1.0;;20/11/2020 09:30;DOCUMENT;BEL;0;Belgium
Rejected;UnknownIdentificationMethod;2020-10-12 14:37:03.730;1.0;;12/10/2020 14:34;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:40:32.797;1.0;;20/11/2020 11:59;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 09:14:31.143;1.0;;26/10/2020 19:03;DOCUMENT;;0;
Approved;IdentityVerificationSucceeded;2020-12-02 14:14:38.260;1.0;NonInteractive;02/12/2020 14:13;ITSME;;0;Belgium
Rejected;UnknownIdentificationMethod;2020-11-03 10:54:49.553;1.0;;03/11/2020 10:53;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-09 12:28:05.997;1.0;;09/10/2020 12:27;PROFILE_API_TEST;;0;
Rejected;RejectedDueToUserInactivity;2020-12-21 14:47:09.910;1.0;NonInteractive;21/12/2020 14:41;DOCUMENT;CZE;0;Ukraine
Approved;IdentityVerificationSucceeded;2020-10-22 13:38:33.933;1.0;;22/10/2020 13:37;;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:55:48.747;1.0;;27/09/2020 16:34;DOCUMENT;ITA;0;Italy
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:51:23.767;1.0;NonInteractive;08/12/2020 15:43;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:47:13.820;3.0;;02/09/2020 08:33;DOCUMENT;UKR;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:30:42.287;1.0;NonInteractive;29/01/2021 12:48;PROFILE_API_TEST;;0;
Approved;;2020-08-17 11:46:01.197;;;17/08/2020 11:42;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-11-05 14:11:46.973;1.0;;05/11/2020 14:05;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:11:04.360;1.0;NonInteractive;05/01/2021 12:45;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2020-11-23 08:42:30.777;;;06/08/2020 14:05;DOCUMENT;BEL;0;India
Approved;IdentityVerificationSucceeded;2020-10-05 15:15:08.767;1.0;;05/10/2020 15:13;EID;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 08:36:00.297;;;07/08/2020 14:04;DOCUMENT;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:11:54.147;1.0;NonInteractive;06/01/2021 14:16;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-10-01 13:07:33.177;1.0;;01/10/2020 13:01;;;0;
Rejected;UnknownIdentificationMethod;2020-11-04 10:40:05.347;1.0;;04/11/2020 10:38;PROFILE_API_TEST;;0;
Approved;;2020-09-03 05:52:11.220;1.0;;03/09/2020 05:50;DOCUMENT;UKR;0;Ukraine
Rejected;UnknownIdentificationMethod;2020-10-16 09:24:38.973;1.0;;16/10/2020 09:16;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:06:40.793;1.0;NonInteractive;22/12/2020 10:33;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-11-11 09:11:11.640;1.0;;11/11/2020 09:09;PROFILE_API_TEST;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:46:09.017;1.0;NonInteractive;11/02/2021 05:15;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2021-01-07 12:06:35.843;1.0;NonInteractive;07/01/2021 12:06;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-12-18 17:00:25.373;1.0;NonInteractive;18/12/2020 17:00;EID;BEL;0;Belgium
Approved;IdentityVerificationSucceeded;2020-10-22 09:23:23.687;1.0;;22/10/2020 09:22;;;0;
Rejected;RejectedDueToInactivityTimeout;2021-02-19 09:13:58.327;1.0;NonInteractive;11/01/2021 08:41;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-09-29 10:39:36.227;1.0;;29/09/2020 10:38;PROFILE_API_TEST;;0;
Rejected;UnknownIdentificationMethod;2020-10-22 20:23:24.857;1.0;;22/10/2020 20:22;PROFILE_API_TEST;;0;
Approved;IdentityVerificationSucceeded;2020-12-17 09:48:06.077;1.0;NonInteractive;17/12/2020 09:39;DOCUMENT;BEL;0;Belgium
